IPaddress,Day,Hour,Minute,Second,Info,Reply,Bytes
h46.s101.wcc.com,30,2,3,7,"GET/docs/Region9/AirHTTP/1.0",302,0
h46.s101.wcc.com,30,2,3,9,"GET/Region9/Air/HTTP/1.0",200,571
h46.s101.wcc.com,30,2,3,11,"GET/icons/circle_logo_small.gifHTTP/1.0",304,0
ix-eve-wa2-02.ix.netcom.com,30,2,3,12,"GET/docs/EPA-WASTE/1994/November/Day-15HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,3,14,"GET/EPA-WASTE/1994/November/Day-15/HTTP/1.0",200,934
h46.s101.wcc.com,30,2,3,21,"GET/docs/Region9/Air/FIPHTTP/1.0",302,0
h46.s101.wcc.com,30,2,3,23,"GET/Region9/Air/FIP/HTTP/1.0",200,2041
ix-eve-wa2-02.ix.netcom.com,30,2,3,28,"GET/docs/EPA-WASTE/1994/November/Day-16HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,3,30,"GET/EPA-WASTE/1994/November/Day-16/HTTP/1.0",200,765
ix-eve-wa2-02.ix.netcom.com,30,2,3,38,"GET/docs/EPA-WASTE/1994/November/Day-16/pr-67.htmlHTTP/1.0",200,5320
ladywind.uwaterloo.ca,30,2,3,42,"GET/hrmd/HTTP/1.0",200,655
ladywind.uwaterloo.ca,30,2,3,43,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
h46.s101.wcc.com,30,2,3,45,"GET/docs/Region9/WaterHTTP/1.0",302,0
h46.s101.wcc.com,30,2,3,46,"GET/Region9/Water/HTTP/1.0",200,528
h46.s101.wcc.com,30,2,3,48,"GET/icons/epa.gifHTTP/1.0",200,457
ladywind.uwaterloo.ca,30,2,3,49,"GET/docs/hrmd/vacancyHTTP/1.0",302,0
ladywind.uwaterloo.ca,30,2,3,50,"GET/hrmd/vacancy/HTTP/1.0",200,971
ladywind.uwaterloo.ca,30,2,3,50,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
h46.s101.wcc.com,30,2,3,55,"GET/docs/Region9/Water/BayDeltaHTTP/1.0",302,0
h46.s101.wcc.com,30,2,3,57,"GET/Region9/Water/BayDelta/HTTP/1.0",200,830
wsr16.cc.nias.ac.jp,30,2,3,58,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
h46.s101.wcc.com,30,2,4,9,"GET/docs/GCDOAR/airrad/airrad.htmlHTTP/1.0",200,2189
h46.s101.wcc.com,30,2,4,12,"GET/icons/large_epa.gifHTTP/1.0",200,647
ladywind.uwaterloo.ca,30,2,4,13,"GET/docs/hrmd/vacancy/metavac.txt.htmlHTTP/1.0",200,1519
h46.s101.wcc.com,30,2,4,13,"GET/docs/GCDOAR/gifs/backarow.gifHTTP/1.0",200,925
ix-eve-wa2-02.ix.netcom.com,30,2,4,30,"GET/docs/EPA-WASTE/1994/November/Day-21HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,4,32,"GET/EPA-WASTE/1994/November/Day-21/HTTP/1.0",200,964
h46.s101.wcc.com,30,2,4,42,"GET/RadonPubsHTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,4,43,"GET/docs/EPA-WASTE/1994/November/Day-22HTTP/1.0",302,0
h46.s101.wcc.com,30,2,4,43,"GET/RadonPubs/HTTP/1.0",200,3249
ix-eve-wa2-02.ix.netcom.com,30,2,4,45,"GET/EPA-WASTE/1994/November/Day-22/HTTP/1.0",200,1445
ix-eve-wa2-02.ix.netcom.com,30,2,4,54,"GET/docs/EPA-WASTE/1994/November/Day-22/pr-74.htmlHTTP/1.0",200,2562
h46.s101.wcc.com,30,2,5,11,"GET/docs/RadonPubs/metascho.txt.htmlHTTP/1.0",200,4040
ix-eve-wa2-02.ix.netcom.com,30,2,5,29,"GET/docs/EPA-WASTE/1994/November/Day-23HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,5,31,"GET/EPA-WASTE/1994/November/Day-23/HTTP/1.0",200,631
ix-eve-wa2-02.ix.netcom.com,30,2,5,43,"GET/docs/EPA-WASTE/1994/November/Day-25HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,5,45,"GET/EPA-WASTE/1994/November/Day-25/HTTP/1.0",200,1293
h46.s101.wcc.com,30,2,5,48,"GET/docs/RadonPubs/index.htmlHTTP/1.0",200,3249
ix-eve-wa2-02.ix.netcom.com,30,2,5,57,"GET/docs/EPA-WASTE/1994/November/Day-29HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,5,59,"GET/EPA-WASTE/1994/November/Day-29/HTTP/1.0",200,628
h46.s101.wcc.com,30,2,6,12,"GET/docs/OARPubsHTTP/1.0",302,0
h46.s101.wcc.com,30,2,6,13,"GET/OARPubs/HTTP/1.0",200,1338
ix-eve-wa2-02.ix.netcom.com,30,2,6,17,"GET/docs/EPA-WASTE/1994/DecemberHTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,6,18,"GET/EPA-WASTE/1994/December/HTTP/1.0",200,1645
ix-eve-wa2-02.ix.netcom.com,30,2,6,23,"GET/docs/EPA-WASTE/1994/December/Day-05HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,6,25,"GET/EPA-WASTE/1994/December/Day-05/HTTP/1.0",200,628
h46.s101.wcc.com,30,2,6,32,"GET/docs/ORD/HTTP/1.0",200,2573
h46.s101.wcc.com,30,2,6,35,"GET/docs/ORD/Images/bluebullet.gifHTTP/1.0",200,1270
h46.s101.wcc.com,30,2,6,36,"GET/docs/ORD/Images/sign_book.gifHTTP/1.0",200,343
h46.s101.wcc.com,30,2,6,38,"GET/docs/ORD/Images/earth.gifHTTP/1.0",200,462
ix-eve-wa2-02.ix.netcom.com,30,2,6,38,"GET/docs/EPA-WASTE/1994/December/Day-06HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,6,40,"GET/EPA-WASTE/1994/December/Day-06/HTTP/1.0",200,809
h46.s101.wcc.com,30,2,6,40,"GET/docs/ORD/Images/at_work.gifHTTP/1.0",200,307
h46.s101.wcc.com,30,2,6,42,"GET/docs/ORD/Images/new.gifHTTP/1.0",200,375
ix-eve-wa2-02.ix.netcom.com,30,2,6,50,"GET/docs/EPA-WASTE/1994/December/Day-14HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,6,53,"GET/EPA-WASTE/1994/December/Day-14/HTTP/1.0",200,1127
h46.s101.wcc.com,30,2,6,55,"GET/docs/ORD/Images/ORD_logo.gifHTTP/1.0",200,14994
ix-eve-wa2-02.ix.netcom.com,30,2,7,8,"GET/docs/EPA-WASTE/1994/December/Day-15HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,7,10,"GET/EPA-WASTE/1994/December/Day-15/HTTP/1.0",200,630
ix-eve-wa2-02.ix.netcom.com,30,2,7,18,"GET/docs/EPA-WASTE/1994/December/Day-16HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,7,20,"GET/EPA-WASTE/1994/December/Day-16/HTTP/1.0",200,631
y.nsf.gov,30,2,7,23,"HEAD/nep/nep.htmlHTTP/1.0",200,0
ix-eve-wa2-02.ix.netcom.com,30,2,7,30,"GET/docs/EPA-WASTE/1994/December/Day-19HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,7,32,"GET/EPA-WASTE/1994/December/Day-19/HTTP/1.0",200,629
h46.s101.wcc.com,30,2,7,33,"GET/docs/ORD/Risk.htmHTTP/1.0",200,5016
ext-ns.dpie.gov.au,30,2,7,44,"GET/HTTP/1.0",200,4889
ix-eve-wa2-02.ix.netcom.com,30,2,7,46,"GET/docs/EPA-WASTE/1994/December/Day-20HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,7,48,"GET/EPA-WASTE/1994/December/Day-20/HTTP/1.0",200,798
ix-eve-wa2-02.ix.netcom.com,30,2,8,0,"GET/docs/EPA-WASTE/1994/December/Day-22HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,8,2,"GET/EPA-WASTE/1994/December/Day-22/HTTP/1.0",200,645
h46.s101.wcc.com,30,2,8,4,"GET/docs/ORD/indexN.htmlHTTP/1.0",200,2604
h46.s101.wcc.com,30,2,8,12,"GET/docs/ORD/Images/gray_aluminum.gifHTTP/1.0",200,10634
ix-eve-wa2-02.ix.netcom.com,30,2,8,14,"GET/docs/EPA-WASTE/1994/December/Day-23HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,8,16,"GET/EPA-WASTE/1994/December/Day-23/HTTP/1.0",200,787
ix-eve-wa2-02.ix.netcom.com,30,2,8,24,"GET/docs/EPA-WASTE/1994/December/Day-27HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,8,26,"GET/EPA-WASTE/1994/December/Day-27/HTTP/1.0",200,632
ix-eve-wa2-02.ix.netcom.com,30,2,8,37,"GET/docs/EPA-WASTE/1994/December/Day-28HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,8,39,"GET/EPA-WASTE/1994/December/Day-28/HTTP/1.0",200,960
ix-eve-wa2-02.ix.netcom.com,30,2,8,52,"GET/docs/EPA-WASTE/1994/December/Day-29HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,8,54,"GET/EPA-WASTE/1994/December/Day-29/HTTP/1.0",200,632
h46.s101.wcc.com,30,2,9,17,"GET/docs/ORD/whatsnew.htmHTTP/1.0",200,1053
h46.s101.wcc.com,30,2,9,24,"GET/docs/ORD/Images/new1.gifHTTP/1.0",200,98
h46.s101.wcc.com,30,2,9,31,"GET/docs/ORD/Images/whatsnew.gifHTTP/1.0",200,12620
ext-ns.dpie.gov.au,30,2,9,51,"GET/icons/book.gifHTTP/1.0",200,156
ix-eve-wa2-02.ix.netcom.com,30,2,9,52,"GET/docs/EPA-WASTE/1994/December/Day-29/pr-105.htmlHTTP/1.0",200,64270
ext-ns.dpie.gov.au,30,2,9,53,"GET/icons/ok2-0.gifHTTP/1.0",200,231
ext-ns.dpie.gov.au,30,2,9,57,"GET/logos/small_ftp.gifHTTP/1.0",200,124
ext-ns.dpie.gov.au,30,2,9,57,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
h46.s101.wcc.com,30,2,9,59,"GET/docs/ORD/airsem.htmlHTTP/1.0",200,978
h46.s101.wcc.com,30,2,10,4,"GET/docs/ORD/Images/acrobat.gifHTTP/1.0",200,1021
ix-eve-wa2-02.ix.netcom.com,30,2,10,21,"GET/docs/EPA-WASTE/1994/December/Day-30HTTP/1.0",302,0
ix-eve-wa2-02.ix.netcom.com,30,2,10,24,"GET/EPA-WASTE/1994/December/Day-30/HTTP/1.0",200,601
ix-eve-wa2-02.ix.netcom.com,30,2,10,40,"GET/docs/EPA-WASTE/1994/December/Day-30/pr-106.htmlHTTP/1.0",200,10567
202.32.50.6,30,2,10,58,"GET/PIC.htmlHTTP/1.0",200,375
202.32.50.6,30,2,11,1,"GET/images/epabar.gifHTTP/1.0",200,2290
202.32.50.6,30,2,11,17,"GET/cgi-bin/imagemap/epabar?266,60HTTP/1.0",302,0
202.32.50.6,30,2,11,17,"GET/docs/titlesearch.htmlHTTP/1.0",200,586
202.32.50.6,30,2,11,20,"GET/icons/large_epa.gifHTTP/1.0",200,647
202.32.50.6,30,2,12,9,"POST/cgi-bin/waisgate/134.67.99.11=earth1=210=/usr1/comwais/indexes/HTDOCS=gopher@earth1=0.00=freeHTTP/1.0",200,27474
202.32.50.6,30,2,12,17,"POST/waisicons/unknown.gifHTTP/1.0",501,0
202.32.50.6,30,2,12,23,"POST/waisicons/unknown.gifHTTP/1.0",501,0
202.32.50.6,30,2,12,26,"POST/waisicons/unknown.gifHTTP/1.0",501,0
202.32.50.6,30,2,12,30,"POST/waisicons/unknown.gifHTTP/1.0",501,0
202.32.50.6,30,2,12,34,"POST/waisicons/unknown.gifHTTP/1.0",501,0
202.32.50.6,30,2,12,53,"POST/cgi-bin/waisgate/134.67.99.11=earth1=210=/usr1/comwais/indexes/HTDOCS=gopher@earth1=0.00=freeHTTP/1.0",200,27474
202.32.50.6,30,2,13,4,"POST/waisicons/unknown.gifHTTP/1.0",501,0
ball.uunet.ca,30,2,13,7,"GET/docs/SAB_9412HTTP/1.0",302,0
ball.uunet.ca,30,2,13,8,"GET/SAB_9412/HTTP/1.0",200,798
202.32.50.6,30,2,13,9,"POST/waisicons/unknown.gifHTTP/1.0",501,0
ix-eve-wa2-02.ix.netcom.com,30,2,13,10,"POST/cgi-bin/waisgate/134.67.99.11=earth1=210=/indexes/Rules=gopher%40earth1=0.00=freeHTTP/1.0",200,31568
141.243.1.172,30,2,13,17,"GET/docs/SWMM_WINDOWS/newswmm1.zipHTTP/1.0",200,352256
204.62.245.32,30,2,13,18,"GET/region10/www//maps/unalaska.htmlHTTP/1.0",200,1828
ext-ns.dpie.gov.au,30,2,13,19,"GET/information.htmlHTTP/1.0",200,617
204.62.245.32,30,2,13,23,"GET/region10/www//regional/grdwtr/ssover.htmlHTTP/1.0",200,9836
ext-ns.dpie.gov.au,30,2,13,51,"GET/icons/people.gifHTTP/1.0",200,224
202.32.50.6,30,2,14,8,"GET/cgi-bin/waisgate?port=210&ip_address=earth1&database_name=/usr1/comwais/indexes/HTDOCS&headline=MobileSourceEmissionRegulations&amp;RelatedReports&type=HTML&docid=”,200,169
204.62.245.32,30,2,14,29,"GET/index.htmlHTTP/1.0",200,4889
204.62.245.32,30,2,14,29,"GET/region10/www//spill.htmlHTTP/1.0",200,2240
reggae.iinet.net.au,30,2,19,45,"GET/HTTP/1.0",200,4889
reggae.iinet.net.au,30,2,19,55,"GET/icons/circle_logo_small.gifHTTP/1.0",304,0
reggae.iinet.net.au,30,2,19,56,"GET/logos/small_gopher.gifHTTP/1.0",304,0
reggae.iinet.net.au,30,2,20,18,"GET/logos/small_ftp.gifHTTP/1.0",304,0
reggae.iinet.net.au,30,2,20,22,"GET/icons/book.gifHTTP/1.0",304,0
ext-ns.dpie.gov.au,30,2,20,24,"GET/docs/WelcomeHTTP/1.0",302,0
reggae.iinet.net.au,30,2,20,26,"GET/icons/ok2-0.gifHTTP/1.0",304,0
bettong.client.uq.oz.au,30,2,20,26,"GET/HTTP/1.0",304,0
bettong.client.uq.oz.au,30,2,20,28,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
bettong.client.uq.oz.au,30,2,20,28,"GET/logos/small_gopher.gifHTTP/1.0",200,935
bettong.client.uq.oz.au,30,2,20,28,"GET/logos/small_ftp.gifHTTP/1.0",200,124
reggae.iinet.net.au,30,2,20,30,"GET/logos/us-flag.gifHTTP/1.0",304,0
ext-ns.dpie.gov.au,30,2,20,32,"GET/Welcome/HTTP/1.0",200,669
reggae.iinet.net.au,30,2,20,33,"GET/Software.htmlHTTP/1.0",304,0
reggae.iinet.net.au,30,2,20,42,"GET/logos/env_logo.gifHTTP/1.0",304,0
ext-ns.dpie.gov.au,30,2,20,42,"GET/icons/large_epa.gifHTTP/1.0",200,647
jpe.cts.com,30,2,20,51,"GET/HTTP/1.0",200,4889
jpe.cts.com,30,2,20,53,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
jpe.cts.com,30,2,20,54,"GET/logos/small_gopher.gifHTTP/1.0",200,935
jpe.cts.com,30,2,20,54,"GET/logos/small_ftp.gifHTTP/1.0",200,124
jpe.cts.com,30,2,20,54,"GET/icons/book.gifHTTP/1.0",200,156
ext-ns.dpie.gov.au,30,2,20,55,"GET/docs/Welcome/Servers.htmlHTTP/1.0",200,3654
jpe.cts.com,30,2,20,56,"GET/logos/us-flag.gifHTTP/1.0",200,2788
jpe.cts.com,30,2,20,57,"GET/icons/ok2-0.gifHTTP/1.0",200,231
jpe.cts.com,30,2,21,44,"GET/docs/ContactsHTTP/1.0",302,0
jpe.cts.com,30,2,21,46,"GET/Contacts/HTTP/1.0",200,942
jpe.cts.com,30,2,21,47,"GET/icons/large_epa.gifHTTP/1.0",200,647
reggae.iinet.net.au,30,2,23,25,"GET/docs/AIRSExecHTTP/1.0",302,0
reggae.iinet.net.au,30,2,23,33,"GET/AIRSExec/HTTP/1.0",200,765
reggae.iinet.net.au,30,2,23,43,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
reggae.iinet.net.au,30,2,24,3,"GET/docs/AIRSExec/overview.htmlHTTP/1.0",304,0
reggae.iinet.net.au,30,2,24,6,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
reggae.iinet.net.au,30,2,24,32,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
reggae.iinet.net.au,30,2,24,52,"GET/docs/SWRRB_WINDOWSHTTP/1.0",302,0
bettong.client.uq.oz.au,30,2,24,54,"GET/docs/CSO.htmlHTTP/1.0",200,3120
bettong.client.uq.oz.au,30,2,24,56,"GET/icons/epa.gifHTTP/1.0",200,457
reggae.iinet.net.au,30,2,24,56,"GET/SWRRB_WINDOWS/HTTP/1.0",200,1159
nnex02.ppp.uni-marburg.de,30,2,25,16,"GET/HTTP/1.0",200,4889
nnex02.ppp.uni-marburg.de,30,2,25,19,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
nnex02.ppp.uni-marburg.de,30,2,26,16,"GET/logos/small_ftp.gifHTTP/1.0",200,124
nnex02.ppp.uni-marburg.de,30,2,26,16,"GET/logos/small_gopher.gifHTTP/1.0",200,935
nnex02.ppp.uni-marburg.de,30,2,26,17,"GET/icons/book.gifHTTP/1.0",200,156
nnex02.ppp.uni-marburg.de,30,2,26,20,"GET/logos/us-flag.gifHTTP/1.0",200,2788
nnex02.ppp.uni-marburg.de,30,2,26,20,"GET/icons/ok2-0.gifHTTP/1.0",200,231
168.154.26.10,30,2,26,29,"GET/rules.htmlHTTP/1.0",404,0
nnex02.ppp.uni-marburg.de,30,2,26,54,"GET/Offices.htmlHTTP/1.0",200,2038
nnex02.ppp.uni-marburg.de,30,2,27,36,"GET/images/eparegions.gifHTTP/1.0",200,16296
168.95.125.161,30,2,27,50,"GET/HTTP/1.0",200,4889
nnex02.ppp.uni-marburg.de,30,2,27,50,"GET/GCDOAR/airrad/airrad.htmlHTTP/1.0",200,2189
168.95.125.161,30,2,27,54,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
168.95.125.161,30,2,27,58,"GET/logos/small_gopher.gifHTTP/1.0",200,935
168.95.125.161,30,2,28,1,"GET/logos/small_ftp.gifHTTP/1.0",200,124
168.95.125.161,30,2,28,1,"GET/icons/book.gifHTTP/1.0",200,156
nnex02.ppp.uni-marburg.de,30,2,28,4,"GET/icons/large_epa.gifHTTP/1.0",200,647
168.95.125.161,30,2,28,7,"GET/logos/us-flag.gifHTTP/1.0",200,2788
nnex02.ppp.uni-marburg.de,30,2,28,8,"GET/docs/GCDOAR/gifs/backarow.gifHTTP/1.0",200,925
168.95.125.161,30,2,28,23,"GET/icons/ok2-0.gifHTTP/1.0",200,231
168.95.125.161,30,2,29,45,"GET/docs/major.htmlHTTP/1.0",200,1685
epsongw3.epson.co.jp,30,2,29,45,"GET/docs/GCDOAR/EnergyStar.htmlHTTP/1.0",200,6829
168.95.125.161,30,2,29,49,"GET/logos/env_logo.gifHTTP/1.0",200,3837
nnex02.ppp.uni-marburg.de,30,2,29,49,"GET/docs/OARPubsHTTP/1.0",302,0
168.95.125.161,30,2,29,49,"GET/docs/emap/gif/emapbl.gifHTTP/1.0",200,1767
168.95.125.161,30,2,29,49,"GET/docs/airs/ban-aira.gifHTTP/1.0",200,5019
168.95.125.161,30,2,29,50,"GET/gumpo/gif/lil_gulflogo-color.gifHTTP/1.0",200,3554
epsongw3.epson.co.jp,30,2,29,50,"GET/docs/GCDOAR/gifs/estarcsm.gifHTTP/1.0",200,7005
epsongw3.epson.co.jp,30,2,29,54,"GET/docs/GCDOAR/gifs/gl.gifHTTP/1.0",200,3302
epsongw3.epson.co.jp,30,2,29,58,"GET/docs/GCDOAR/gifs/estarb.gifHTTP/1.0",200,5651
168.95.125.161,30,2,30,4,"GET/gumpo/gif/neplogo_small.gifHTTP/1.0",200,4186
168.95.125.161,30,2,30,6,"GET/logos/glreislogo.gifHTTP/1.0",200,3569
168.95.125.161,30,2,30,16,"GET/logos/glinlogosmall.gifHTTP/1.0",200,8109
168.95.125.161,30,2,30,19,"GET/logos/es_small.gifHTTP/1.0",200,1573
141.192.85.41,30,2,30,59,"GET/docs/GCDOAR/esc-home.htmlHTTP/1.0",200,6865
168.95.125.161,30,2,30,59,"GET/docs/ngispr/natgispr.htmlHTTP/1.0",200,5550
168.95.125.161,30,2,31,2,"GET/docs/ngispr/ed4.gifHTTP/1.0",200,8107
168.95.125.161,30,2,31,2,"GET/docs/ngispr/line.gifHTTP/1.0",200,2245
168.95.125.161,30,2,31,21,"GET/docs/ngispr/at-work.gifHTTP/1.0",200,373
168.95.125.161,30,2,31,24,"GET/docs/ngispr/thiefclr.gifHTTP/1.0",200,1777
168.95.125.161,30,2,31,29,"GET/docs/ngispr/del.gifHTTP/1.0",200,670
168.95.125.161,30,2,31,32,"GET/docs/ngispr/env_logo.gifHTTP/1.0",200,3837
204.62.245.32,30,2,31,40,"GET/docs/EPA-TOX/1995/March/Day-21HTTP/1.0",302,0
204.62.245.32,30,2,31,41,"GET/EPA-TOX/1995/March/Day-20/HTTP/1.0",200,613
168.95.125.161,30,2,31,47,"GET/gumpo/gif/epa_logo.gifHTTP/1.0",200,1104
168.95.125.161,30,2,31,53,"GET/logos/nsdi.gifHTTP/1.0",200,24576
168.95.125.161,30,2,32,31,"GET/logos/nsdi.gifHTTP/1.0",200,29838
reggae.iinet.net.au,30,2,32,33,"GET/docs/SWRRB_WINDOWS/swrrbdoc.zipHTTP/1.0",200,72708
nnex02.ppp.uni-marburg.de,30,2,32,41,"GET/ATSHTTP/1.0",302,0
204.62.245.32,30,2,32,43,"GET/EPA-TRI/1995/August/HTTP/1.0",200,806
204.62.245.32,30,2,32,44,"GET/docs/EPA-IMPACT/1994/November/Day-01HTTP/1.0",302,0
nnex02.ppp.uni-marburg.de,30,2,32,54,"GET/ATS/HTTP/1.0",200,3845
nnex02.ppp.uni-marburg.de,30,2,33,2,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
reggae.iinet.net.au,30,2,33,5,"GET/docs/FreeSfwHTTP/1.0",302,0
168.95.125.161,30,2,33,8,"GET/docs/ngispr/pect.htmlHTTP/1.0",200,2905
reggae.iinet.net.au,30,2,33,11,"GET/icons/epa.gifHTTP/1.0",304,0
204.62.245.32,30,2,33,53,"GET/docs/EPA-IMPACT/1994/November/Day-29/pr-211.htmlHTTP/1.0",200,4498
www-a1.proxy.aol.com,30,2,33,56,"GET/docs/GCDOAR/EnergyStar.htmlHTTP/1.0",200,6829
www-a1.proxy.aol.com,30,2,34,4,"GET/docs/GCDOAR/gifs/gl.gifHTTP/1.0",200,3302
www-a1.proxy.aol.com,30,2,34,4,"GET/docs/GCDOAR/gifs/estarb.gifHTTP/1.0",200,5651
www-a1.proxy.aol.com,30,2,34,4,"GET/docs/GCDOAR/gifs/estarcsm.gifHTTP/1.0",200,7005
141.192.85.41,30,2,34,25,"GET/docs/GCDOAR/gifs/estarcsm.gifHTTP/1.0",200,7005
168.95.125.161,30,2,34,34,"GET/docs/enviro/html/ef_home.htmlHTTP/1.0",200,4374
168.95.125.161,30,2,34,39,"GET/enviro/gif/pcs.gifHTTP/1.0",200,1236
168.95.125.161,30,2,34,39,"GET/enviro/gif/cerclis.gifHTTP/1.0",200,1063
168.95.125.161,30,2,34,40,"GET/enviro/gif/tris.gifHTTP/1.0",200,1075
168.95.125.161,30,2,34,42,"GET/enviro/gif/rcris.gifHTTP/1.0",200,1179
168.95.125.161,30,2,34,48,"GET/enviro/gif/finds.gifHTTP/1.0",200,1177
168.95.125.161,30,2,34,58,"GET/enviro/gif/emcilogo.gifHTTP/1.0",200,1330
168.95.125.161,30,2,35,6,"GET/enviro/gif/book.gifHTTP/1.0",200,1093
168.95.125.161,30,2,35,6,"GET/enviro/gif/query.gifHTTP/1.0",200,1006
168.95.125.161,30,2,35,10,"GET/enviro/gif/access.gifHTTP/1.0",200,1214
168.95.125.161,30,2,35,11,"GET/enviro/gif/mail.gifHTTP/1.0",200,959
168.95.125.161,30,2,35,11,"GET/enviro/gif/banner.gifHTTP/1.0",200,14887
dp2-012.ppp.iglou.com,30,2,35,13,"GET/HTTP/1.0",200,4889
dp2-012.ppp.iglou.com,30,2,35,17,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
dp2-012.ppp.iglou.com,30,2,35,17,"GET/logos/small_gopher.gifHTTP/1.0",200,935
dp2-012.ppp.iglou.com,30,2,35,17,"GET/logos/small_ftp.gifHTTP/1.0",200,124
dp2-012.ppp.iglou.com,30,2,35,18,"GET/icons/book.gifHTTP/1.0",200,156
dp2-012.ppp.iglou.com,30,2,35,20,"GET/logos/us-flag.gifHTTP/1.0",200,2788
dp2-012.ppp.iglou.com,30,2,35,21,"GET/icons/ok2-0.gifHTTP/1.0",200,231
nnex02.ppp.uni-marburg.de,30,2,35,49,"GET/docs/GCDOAR/EnergyStar.htmlHTTP/1.0",200,6829
nnex02.ppp.uni-marburg.de,30,2,35,55,"GET/docs/GCDOAR/gifs/gl.gifHTTP/1.0",200,3302
nnex02.ppp.uni-marburg.de,30,2,35,56,"GET/docs/GCDOAR/gifs/estarb.gifHTTP/1.0",200,5651
nnex02.ppp.uni-marburg.de,30,2,35,59,"GET/docs/GCDOAR/gifs/estarcsm.gifHTTP/1.0",200,7005
infoman.cisnet.com,30,2,37,41,"GET/docs/GCDOAR/esc-home.htmlHTTP/1.0",200,6865
infoman.cisnet.com,30,2,37,44,"GET/docs/GCDOAR/gifs/estarcsm.gifHTTP/1.0",200,7005
infoman.cisnet.com,30,2,37,45,"GET/docs/GCDOAR/gifs/es_bg2.gifHTTP/1.0",200,9444
infoman.cisnet.com,30,2,38,2,"GET/docs/GCDOAR/gifs/es_bg2.gifHTTP/1.0",200,9444
infoman.cisnet.com,30,2,38,3,"GET/docs/GCDOAR/esc-home.htmlHTTP/1.0",304,0
infoman.cisnet.com,30,2,38,4,"GET/docs/GCDOAR/gifs/estarcsm.gifHTTP/1.0",304,0
infoman.cisnet.com,30,2,38,5,"GET/docs/GCDOAR/gifs/es_bg2.gifHTTP/1.0",200,9444
infoman.cisnet.com,30,2,39,3,"GET/docs/GCDOAR/EnergyStar.htmlHTTP/1.0",200,6829
infoman.cisnet.com,30,2,39,5,"GET/docs/GCDOAR/gifs/gl.gifHTTP/1.0",200,3302
infoman.cisnet.com,30,2,39,5,"GET/docs/GCDOAR/gifs/estarb.gifHTTP/1.0",200,5651
infoman.cisnet.com,30,2,39,15,"GET/energy_star/HTTP/1.0",200,1807
infoman.cisnet.com,30,2,39,17,"GET/icons/circle_logo_small.gifHTTP/1.0",200,2624
infoman.cisnet.com,30,2,39,31,"GET/docs/energy_star/symbols.htmlHTTP/1.0",200,2318
infoman.cisnet.com,30,2,39,42,"GET/docs/energy_star/computer.txtHTTP/1.0",200,32768
infoman.cisnet.com,30,2,39,48,"GET/docs/energy_star/monitor.txtHTTP/1.0",200,32768
161.122.12.78,30,2,40,1,"GET/docs/health/health.pdfHTTP/1.0",200,32768
infoman.cisnet.com,30,2,40,4,"GET/docs/GCDOAR/esb-home.htmlHTTP/1.0",200,7027
infoman.cisnet.com,30,2,40,7,"GET/docs/GCDOAR/gifs/redball.gifHTTP/1.0",200,326
infoman.cisnet.com,30,2,40,9,"GET/docs/GCDOAR/gifs/esb_stg.gifHTTP/1.0",200,10329
infoman.cisnet.com,30,2,40,11,"GET/docs/GCDOAR/gifs/esb2_c.gifHTTP/1.0",200,14860
